X401,X402,X403,X405,YY1,Y1
3,1,1,1,20,202
3,1,1,1,20,203
3,1,1,1,20,204
3,1,1,1,20,205
5,5,5,5,21,211
5,5,5,5,21,212
5,5,5,5,21,213
5,5,5,5,21,214
5,5,5,5,21,215
3,5,1,1,22,221
3,5,1,1,22,222
3,5,1,1,22,223
3,5,1,1,22,224
3,5,1,1,22,225
3,5,1,1,23,231
3,5,1,1,23,232
3,5,1,1,23,233
3,5,1,1,23,234
3,5,1,1,23,235
3,5,1,1,24,241
3,5,1,1,24,242
3,5,1,1,24,243
3,5,1,1,24,244
3,5,1,1,24,245
3,5,5,5,25,251
3,5,5,5,25,252
3,5,5,5,25,253
3,5,5,5,25,254
3,5,5,5,25,255
3,5,1,1,26,261
3,5,1,1,26,262
3,5,1,1,26,263
3,5,1,1,26,264
3,5,1,1,26,265
5,5,5,1,27,271
5,5,5,1,27,272
5,5,5,1,27,273
5,5,5,1,27,274
5,5,5,1,27,275
5,5,1,5,28,281
5,5,1,5,28,282
5,5,1,5,28,283
5,5,1,5,28,284
5,5,1,5,28,285
3,1,5,1,29,291
3,1,5,1,29,292
3,1,5,1,29,293
3,1,5,1,29,294
3,1,5,1,29,295
3,5,1,1,30,301
3,5,1,1,30,302
3,5,1,1,30,303
3,5,1,1,30,304
3,5,1,1,30,305
1,5,1,1,31,311
1,5,1,1,31,312
1,5,1,1,31,313
1,5,1,1,31,314
1,5,1,1,31,315
1,5,5,1,32,321
1,5,5,1,32,322
1,5,5,1,32,323
1,5,5,1,32,324
1,5,5,1,32,325
1,5,1,1,33,331
1,5,1,1,33,332
1,5,1,1,33,333
1,5,1,1,33,334
1,5,1,1,33,335
3,5,5,5,34,341
3,5,5,5,34,342
3,5,5,5,34,343
3,5,5,5,34,344
3,5,5,5,34,345
3,5,5,5,35,351
3,5,5,5,35,352
3,5,5,5,35,353
3,5,5,5,35,354
3,5,5,5,35,355
1,5,1,1,36,361
1,5,1,1,36,362
1,5,1,1,36,363
1,5,1,1,36,364
1,5,1,1,36,365
5,5,1,5,37,371
5,5,1,5,37,372
5,5,1,5,37,373
5,5,1,5,37,374
5,5,1,5,37,375
3,5,1,1,38,381
3,5,1,1,38,382
3,5,1,1,38,383
3,5,1,1,38,384
3,5,1,1,38,385
3,5,5,1,39,391
3,5,5,1,39,392
3,5,5,1,39,393
3,5,5,1,39,394
3,5,5,1,39,395
5,5,1,1,40,401
5,5,1,1,40,402
5,5,1,1,40,403
5,5,1,1,40,404
5,5,1,1,40,405
3,5,1,5,41,411
3,5,1,5,41,412
3,5,1,5,41,413
3,5,1,5,41,414
3,5,1,5,41,415
3,5,1,1,42,421
3,5,1,1,42,422
3,5,1,1,42,423
3,5,1,1,42,424
3,5,1,1,42,425
5,5,1,5,43,431
5,5,1,5,43,432
5,5,1,5,43,433
5,5,1,5,43,434
5,5,1,5,43,435
5,5,1,5,44,441
5,5,1,5,44,442
5,5,1,5,44,443
5,5,1,5,44,444
5,5,1,5,44,445
3,5,1,1,45,451
3,5,1,1,45,452
3,5,1,1,45,453
3,5,1,1,45,454
3,5,1,1,45,455
3,1,1,1,46,461
3,1,1,1,46,462
3,1,1,1,46,463
3,1,1,1,46,464
3,1,1,1,46,465
5,5,5,1,47,471
5,5,5,1,47,472
5,5,5,1,47,473
5,5,5,1,47,474
5,5,5,1,47,475
3,5,5,1,48,481
3,5,5,1,48,482
3,5,5,1,48,483
3,5,5,1,48,484
3,5,5,1,48,485
3,5,1,5,49,491
3,5,1,5,49,492
3,5,1,5,49,493
3,5,1,5,49,494
3,5,1,5,49,495
3,5,5,1,50,501
3,5,5,1,50,502
3,5,5,1,50,503
3,5,5,1,50,504
3,5,5,1,50,505
3,5,1,1,51,511
3,5,1,1,51,512
3,5,1,1,51,513
3,5,1,1,51,514
3,5,1,1,51,515
5,5,1,5,52,521
5,5,1,5,52,522
5,5,1,5,52,523
5,5,1,5,52,524
5,5,1,5,52,525
3,5,5,1,53,531
3,5,5,1,53,532
3,5,5,1,53,533
3,5,5,1,53,534
3,5,5,1,53,535
1,5,1,1,54,541
1,5,1,1,54,542
1,5,1,1,54,543
1,5,1,1,54,544
1,5,1,1,54,545
5,5,1,1,55,551
5,5,1,1,55,552
5,5,1,1,55,553
5,5,1,1,55,554
5,5,1,1,55,555
3,5,1,1,56,561
3,5,1,1,56,562
3,5,1,1,56,563
3,5,1,1,56,564
3,5,1,1,56,565
3,5,1,5,57,571
3,5,1,5,57,572
3,5,1,5,57,573
3,5,1,5,57,574
3,5,1,5,57,575
3,5,1,1,58,581
3,5,1,1,58,582
3,5,1,1,58,583
3,5,1,1,58,584
3,5,1,1,58,585
3,1,5,1,59,591
3,1,5,1,59,592
3,1,5,1,59,593
3,1,5,1,59,594
3,1,5,1,59,595
3,5,5,1,60,601
3,5,5,1,60,602
3,5,5,1,60,603
3,5,5,1,60,604
3,5,5,1,60,605
3,5,5,1,61,611
3,5,5,1,61,612
3,5,5,1,61,613
3,5,5,1,61,614
3,5,5,1,61,615
3,5,1,1,62,621
3,5,1,1,62,622
3,5,1,1,62,623
3,5,1,1,62,624
3,5,1,1,62,625
3,5,1,1,63,631
3,5,1,1,63,632
3,5,1,1,63,633
3,5,1,1,63,634
3,5,1,1,63,635
1,1,1,5,64,641
1,1,1,5,64,642
1,1,1,5,64,643
1,1,1,5,64,644
1,1,1,5,64,645
1,5,5,1,65,651
1,5,5,1,65,652
1,5,5,1,65,653
1,5,5,1,65,654
1,5,5,1,65,655
3,5,5,1,66,661
3,5,5,1,66,662
3,5,5,1,66,663
3,5,5,1,66,664
3,5,5,1,66,665
1,5,5,5,67,671
1,5,5,5,67,672
1,5,5,5,67,673
1,5,5,5,67,674
1,5,5,5,67,675
5,5,1,1,68,681
5,5,1,1,68,682
5,5,1,1,68,683
5,5,1,1,68,684
5,5,1,1,68,685
3,5,1,1,69,691
3,5,1,1,69,692
3,5,1,1,69,693
3,5,1,1,69,694
3,5,1,1,69,695
1,1,5,5,70,701
1,1,5,5,70,702
1,1,5,5,70,703
1,1,5,5,70,704
1,1,5,5,70,705
1,5,1,1,71,711
1,5,1,1,71,712
1,5,1,1,71,713
1,5,1,1,71,714
1,5,1,1,71,715
5,5,5,5,72,721
5,5,5,5,72,722
5,5,5,5,72,723
5,5,5,5,72,724
5,5,5,5,72,725
3,5,1,5,73,731
3,5,1,5,73,732
3,5,1,5,73,733
3,5,1,5,73,734
3,5,1,5,73,735
3,5,5,5,74,741
3,5,5,5,74,742
3,5,5,5,74,743
3,5,5,5,74,744
3,5,5,5,74,745
3,5,5,5,75,751
3,5,5,5,75,752
3,5,5,5,75,753
3,5,5,5,75,754
3,5,5,5,75,755
1,5,1,5,76,761
1,5,1,5,76,762
1,5,1,5,76,763
1,5,1,5,76,764
1,5,1,5,76,765
5,5,5,5,77,771
5,5,5,5,77,772
5,5,5,5,77,773
5,5,5,5,77,774
5,5,5,5,77,775
1,5,1,1,78,781
1,5,1,1,78,782
1,5,1,1,78,783
1,5,1,1,78,784
1,5,1,1,78,785
5,1,5,1,79,791
5,1,5,1,79,792
5,1,5,1,79,793
5,1,5,1,79,794
5,1,5,1,79,795
1,5,1,1,80,801
1,5,1,1,80,802
1,5,1,1,80,803
1,5,1,1,80,804
1,5,1,1,80,805
3,5,5,1,81,811
3,5,5,1,81,812
3,5,5,1,81,813
3,5,5,1,81,814
3,5,5,1,81,815
3,5,1,5,82,821
3,5,1,5,82,822
3,5,1,5,82,823
3,5,1,5,82,824
3,5,1,5,82,825
5,5,1,1,83,831
5,5,1,1,83,832
5,5,1,1,83,833
5,5,1,1,83,834
5,5,1,1,83,835
3,5,1,1,84,841
3,5,1,1,84,842
3,5,1,1,84,843
3,5,1,1,84,844
3,5,1,1,84,845
5,5,5,1,85,851
5,5,5,1,85,852
5,5,5,1,85,853
5,5,5,1,85,854
5,5,5,1,85,855
1,1,5,1,86,861
1,1,5,1,86,862
1,1,5,1,86,863
1,1,5,1,86,864
1,1,5,1,86,865
3,5,5,5,87,871
3,5,5,5,87,872
3,5,5,5,87,873
3,5,5,5,87,874
3,5,5,5,87,875
1,5,1,5,88,881
1,5,1,5,88,882
1,5,1,5,88,883
1,5,1,5,88,884
1,5,1,5,88,885
5,5,1,1,89,891
5,5,1,1,89,892
5,5,1,1,89,893
5,5,1,1,89,894
5,5,1,1,89,895
1,5,1,1,90,901
1,5,1,1,90,902
1,5,1,1,90,903
1,5,1,1,90,904
1,5,1,1,90,905
3,5,5,1,91,911
3,5,5,1,91,912
3,5,5,1,91,913
3,5,5,1,91,914
3,5,5,1,91,915
5,5,5,1,92,921
5,5,5,1,92,922
5,5,5,1,92,923
5,5,5,1,92,924
5,5,5,1,92,925
3,5,1,1,93,931
3,5,1,1,93,932
3,5,1,1,93,933
3,5,1,1,93,934
3,5,1,1,93,935
1,1,1,1,94,941
1,1,1,1,94,942
1,1,1,1,94,943
1,1,1,1,94,944
1,1,1,1,94,945
3,5,5,1,95,951
3,5,5,1,95,952
3,5,5,1,95,953
3,5,5,1,95,954
3,5,5,1,95,955
1,5,1,1,96,961
1,5,1,1,96,962
1,5,1,1,96,963
1,5,1,1,96,964
1,5,1,1,96,965
3,5,5,1,97,971
3,5,5,1,97,972
3,5,5,1,97,973
3,5,5,1,97,974
3,5,5,1,97,975
3,5,1,5,98,981
3,5,1,5,98,982
3,5,1,5,98,983
3,5,1,5,98,984
3,5,1,5,98,985
3,5,1,1,99,991
3,5,1,1,99,992
3,5,1,1,99,993
3,5,1,1,99,994
3,5,1,1,99,995
3,5,1,5,100,1001
3,5,1,5,100,1002
3,5,1,5,100,1003
3,5,1,5,100,1004
3,5,1,5,100,1005
1,5,1,1,101,1011
1,5,1,1,101,1012
1,5,1,1,101,1013
1,5,1,1,101,1014
1,5,1,1,101,1015
3,5,1,1,102,1021
3,5,1,1,102,1022
3,5,1,1,102,1023
3,5,1,1,102,1024
3,5,1,1,102,1025
1,1,1,1,103,1031
1,1,1,1,103,1032
1,1,1,1,103,1033
1,1,1,1,103,1034
1,1,1,1,103,1035
5,5,5,1,104,1041
5,5,5,1,104,1042
5,5,5,1,104,1043
5,5,5,1,104,1044
5,5,5,1,104,1045
3,1,1,1,105,1051
3,1,1,1,105,1052
3,1,1,1,105,1053
3,1,1,1,105,1054
3,1,1,1,105,1055
3,5,5,5,106,1061
3,5,5,5,106,1062
3,5,5,5,106,1063
3,5,5,5,106,1064
3,5,5,5,106,1065
1,5,1,1,107,1071
1,5,1,1,107,1072
1,5,1,1,107,1073
1,5,1,1,107,1074
1,5,1,1,107,1075
1,5,5,1,108,1081
1,5,5,1,108,1082
1,5,5,1,108,1083
1,5,5,1,108,1084
1,5,5,1,108,1085
5,5,5,5,109,1091
5,5,5,5,109,1092
5,5,5,5,109,1093
5,5,5,5,109,1094
5,5,5,5,109,1095
3,5,1,1,110,1101
3,5,1,1,110,1102
3,5,1,1,110,1103
3,5,1,1,110,1104
3,5,1,1,110,1105
3,1,1,1,111,1111
3,1,1,1,111,1112
3,1,1,1,111,1113
3,1,1,1,111,1114
3,1,1,1,111,1115
3,5,1,1,112,1121
3,5,1,1,112,1122
3,5,1,1,112,1123
3,5,1,1,112,1124
3,5,1,1,112,1125
3,5,5,1,113,1131
3,5,5,1,113,1132
3,5,5,1,113,1133
3,5,5,1,113,1134
3,5,5,1,113,1135
5,5,5,1,114,1141
5,5,5,1,114,1142
5,5,5,1,114,1143
5,5,5,1,114,1144
5,5,5,1,114,1145
1,5,1,1,115,1151
1,5,1,1,115,1152
1,5,1,1,115,1153
1,5,1,1,115,1154
1,5,1,1,115,1155
1,5,1,1,116,1161
1,5,1,1,116,1162
1,5,1,1,116,1163
1,5,1,1,116,1164
1,5,1,1,116,1165
3,5,1,1,117,1171
3,5,1,1,117,1172
3,5,1,1,117,1173
3,5,1,1,117,1174
3,5,1,1,117,1175
3,5,1,1,118,1181
3,5,1,1,118,1182
3,5,1,1,118,1183
3,5,1,1,118,1184
3,5,1,1,118,1185
5,5,1,5,119,1191
5,5,1,5,119,1192
5,5,1,5,119,1193
5,5,1,5,119,1194
5,5,1,5,119,1195
5,5,1,5,120,1201
5,5,1,5,120,1202
5,5,1,5,120,1203
5,5,1,5,120,1204
5,5,1,5,120,1205
3,5,1,1,121,1211
3,5,1,1,121,1212
3,5,1,1,121,1213
3,5,1,1,121,1214
3,5,1,1,121,1215
5,5,1,1,122,1221
5,5,1,1,122,1222
5,5,1,1,122,1223
5,5,1,1,122,1224
5,5,1,1,122,1225
5,5,1,1,123,1231
5,5,1,1,123,1232
5,5,1,1,123,1233
5,5,1,1,123,1234
5,5,1,1,123,1235
5,5,5,1,124,1241
5,5,5,1,124,1242
5,5,5,1,124,1243
5,5,5,1,124,1244
5,5,5,1,124,1245
1,5,5,5,125,1251
1,5,5,5,125,1252
1,5,5,5,125,1253
1,5,5,5,125,1254
1,5,5,5,125,1255
3,5,1,1,126,1261
3,5,1,1,126,1262
3,5,1,1,126,1263
3,5,1,1,126,1264
3,5,1,1,126,1265
5,5,1,1,127,1271
5,5,1,1,127,1272
5,5,1,1,127,1273
5,5,1,1,127,1274
5,5,1,1,127,1275
5,5,1,1,128,1281
5,5,1,1,128,1282
5,5,1,1,128,1283
5,5,1,1,128,1284
5,5,1,1,128,1285
3,5,1,1,129,1291
3,5,1,1,129,1292
3,5,1,1,129,1293
3,5,1,1,129,1294
3,5,1,1,129,1295
3,5,5,5,130,1301
3,5,5,5,130,1302
3,5,5,5,130,1303
3,5,5,5,130,1304
3,5,5,5,130,1305
3,5,5,1,131,1311
3,5,5,1,131,1312
3,5,5,1,131,1313
3,5,5,1,131,1314
3,5,5,1,131,1315
3,1,1,1,132,1321
3,1,1,1,132,1322
3,1,1,1,132,1323
3,1,1,1,132,1324
3,1,1,1,132,1325
1,5,1,1,133,1331
1,5,1,1,133,1332
1,5,1,1,133,1333
1,5,1,1,133,1334
1,5,1,1,133,1335
3,5,5,5,134,1341
3,5,5,5,134,1342
3,5,5,5,134,1343
3,5,5,5,134,1344
3,5,5,5,134,1345
5,5,1,1,135,1351
5,5,1,1,135,1352
5,5,1,1,135,1353
5,5,1,1,135,1354
5,5,1,1,135,1355
1,1,5,1,136,1361
1,1,5,1,136,1362
1,1,5,1,136,1363
1,1,5,1,136,1364
1,1,5,1,136,1365
3,1,1,1,137,1371
3,1,1,1,137,1372
3,1,1,1,137,1373
3,1,1,1,137,1374
3,1,1,1,137,1375
5,5,1,1,138,1381
5,5,1,1,138,1382
5,5,1,1,138,1383
5,5,1,1,138,1384
5,5,1,1,138,1385
3,5,1,1,139,1391
3,5,1,1,139,1392
3,5,1,1,139,1393
3,5,1,1,139,1394
3,5,1,1,139,1395
3,1,1,1,140,1401
3,1,1,1,140,1402
3,1,1,1,140,1403
3,1,1,1,140,1404
3,1,1,1,140,1405
3,5,1,1,141,1411
3,5,1,1,141,1412
3,5,1,1,141,1413
3,5,1,1,141,1414
3,5,1,1,141,1415
3,5,1,1,142,1421
3,5,1,1,142,1422
3,5,1,1,142,1423
3,5,1,1,142,1424
3,5,1,1,142,1425
3,5,5,1,143,1431
3,5,5,1,143,1432
3,5,5,1,143,1433
3,5,5,1,143,1434
3,5,5,1,143,1435
1,5,1,1,144,1441
1,5,1,1,144,1442
1,5,1,1,144,1443
1,5,1,1,144,1444
1,5,1,1,144,1445
5,5,1,1,145,1451
5,5,1,1,145,1452
5,5,1,1,145,1453
5,5,1,1,145,1454
5,5,1,1,145,1455
3,1,1,1,146,1461
3,1,1,1,146,1462
3,1,1,1,146,1463
3,1,1,1,146,1464
3,1,1,1,146,1465
5,5,1,1,147,1471
5,5,1,1,147,1472
5,5,1,1,147,1473
5,5,1,1,147,1474
5,5,1,1,147,1475
1,5,5,1,148,1481
1,5,5,1,148,1482
1,5,5,1,148,1483
1,5,5,1,148,1484
1,5,5,1,148,1485
3,5,1,1,149,1491
3,5,1,1,149,1492
3,5,1,1,149,1493
3,5,1,1,149,1494
3,5,1,1,149,1495
1,5,1,1,150,1501
1,5,1,1,150,1502
1,5,1,1,150,1503
1,5,1,1,150,1504
1,5,1,1,150,1505
1,5,1,5,151,1511
1,5,1,5,151,1512
1,5,1,5,151,1513
1,5,1,5,151,1514
1,5,1,5,151,1515
5,5,1,1,152,1521
5,5,1,1,152,1522
5,5,1,1,152,1523
5,5,1,1,152,1524
5,5,1,1,152,1525
3,5,5,5,153,1531
3,5,5,5,153,1532
3,5,5,5,153,1533
3,5,5,5,153,1534
3,5,5,5,153,1535
3,5,5,5,154,1541
3,5,5,5,154,1542
3,5,5,5,154,1543
3,5,5,5,154,1544
3,5,5,5,154,1545
3,5,5,1,155,1551
3,5,5,1,155,1552
3,5,5,1,155,1553
3,5,5,1,155,1554
3,5,5,1,155,1555
5,5,1,1,156,1561
5,5,1,1,156,1562
5,5,1,1,156,1563
5,5,1,1,156,1564
5,5,1,1,156,1565
3,5,1,1,157,1571
3,5,1,1,157,1572
3,5,1,1,157,1573
3,5,1,1,157,1574
3,5,1,1,157,1575
3,5,1,1,158,1581
3,5,1,1,158,1582
3,5,1,1,158,1583
3,5,1,1,158,1584
3,5,1,1,158,1585
5,5,5,5,159,1591
5,5,5,5,159,1592
5,5,5,5,159,1593
5,5,5,5,159,1594
5,5,5,5,159,1595
3,5,5,1,160,1601
3,5,5,1,160,1602
3,5,5,1,160,1603
3,5,5,1,160,1604
3,5,5,1,160,1605
3,5,1,1,161,1611
3,5,1,1,161,1612
3,5,1,1,161,1613
3,5,1,1,161,1614
3,5,1,1,161,1615
1,5,5,1,162,1621
1,5,5,1,162,1622
1,5,5,1,162,1623
1,5,5,1,162,1624
1,5,5,1,162,1625
1,5,5,1,164,1641
1,5,5,1,164,1642
1,5,5,1,164,1643
1,5,5,1,164,1644
1,5,5,1,164,1645
3,5,1,1,165,1651
3,5,1,1,165,1652
3,5,1,1,165,1653
3,5,1,1,165,1654
3,5,1,1,165,1655
1,5,1,1,166,1661
1,5,1,1,166,1662
1,5,1,1,166,1663
1,5,1,1,166,1664
1,5,1,1,166,1665
5,5,1,1,167,1671
5,5,1,1,167,1672
5,5,1,1,167,1673
5,5,1,1,167,1674
5,5,1,1,167,1675
3,5,1,1,168,1681
3,5,1,1,168,1682
3,5,1,1,168,1683
3,5,1,1,168,1684
3,5,1,1,168,1685
3,5,5,1,169,1691
3,5,5,1,169,1692
3,5,5,1,169,1693
3,5,5,1,169,1694
3,5,5,1,169,1695
3,5,5,1,170,1701
3,5,5,1,170,1702
3,5,5,1,170,1703
3,5,5,1,170,1704
3,5,5,1,170,1705
3,5,5,1,171,1711
3,5,5,1,171,1712
3,5,5,1,171,1713
3,5,5,1,171,1714
3,5,5,1,171,1715
3,5,1,1,172,1721
3,5,1,1,172,1722
3,5,1,1,172,1723
3,5,1,1,172,1724
3,5,1,1,172,1725
1,5,5,1,173,1731
1,5,5,1,173,1732
1,5,5,1,173,1733
1,5,5,1,173,1734
1,5,5,1,173,1735
3,1,5,1,174,1741
3,1,5,1,174,1742
3,1,5,1,174,1743
3,1,5,1,174,1744
3,1,5,1,174,1745
5,5,5,5,175,1751
5,5,5,5,175,1752
5,5,5,5,175,1753
5,5,5,5,175,1754
5,5,5,5,175,1755
1,5,5,1,176,1761
1,5,5,1,176,1762
1,5,5,1,176,1763
1,5,5,1,176,1764
1,5,5,1,176,1765
1,5,1,1,177,1771
1,5,1,1,177,1772
1,5,1,1,177,1773
1,5,1,1,177,1774
1,5,1,1,177,1775
1,5,1,1,178,1781
1,5,1,1,178,1782
1,5,1,1,178,1783
1,5,1,1,178,1784
1,5,1,1,178,1785
5,5,1,5,179,1791
5,5,1,5,179,1792
5,5,1,5,179,1793
5,5,1,5,179,1794
5,5,1,5,179,1795
3,5,1,1,180,1801
3,5,1,1,180,1802
3,5,1,1,180,1803
3,5,1,1,180,1804
3,5,1,1,180,1805
1,5,1,5,181,1811
1,5,1,5,181,1812
1,5,1,5,181,1813
1,5,1,5,181,1814
1,5,1,5,181,1815
1,5,5,1,182,1821
1,5,5,1,182,1822
1,5,5,1,182,1823
1,5,5,1,182,1824
1,5,5,1,182,1825
5,5,1,1,183,1831
5,5,1,1,183,1832
5,5,1,1,183,1833
5,5,1,1,183,1834
5,5,1,1,183,1835
1,5,5,1,184,1841
1,5,5,1,184,1842
1,5,5,1,184,1843
1,5,5,1,184,1844
1,5,5,1,184,1845
1,5,1,1,185,1851
1,5,1,1,185,1852
1,5,1,1,185,1853
1,5,1,1,185,1854
1,5,1,1,185,1855
3,1,1,1,186,1861
3,1,1,1,186,1862
3,1,1,1,186,1863
3,1,1,1,186,1864
3,1,1,1,186,1865
1,1,5,1,187,1871
1,1,5,1,187,1872
1,1,5,1,187,1873
1,1,5,1,187,1874
1,1,5,1,187,1875
1,5,1,1,188,1881
1,5,1,1,188,1882
1,5,1,1,188,1883
1,5,1,1,188,1884
1,5,1,1,188,1885
3,5,1,1,189,1891
3,5,1,1,189,1892
3,5,1,1,189,1893
3,5,1,1,189,1894
3,5,1,1,189,1895
5,1,1,5,190,1901
5,1,1,5,190,1902
5,1,1,5,190,1903
5,1,1,5,190,1904
5,1,1,5,190,1905
3,5,5,1,191,1911
3,5,5,1,191,1912
3,5,5,1,191,1913
3,5,5,1,191,1914
3,5,5,1,191,1915
3,5,1,1,192,1921
3,5,1,1,192,1922
3,5,1,1,192,1923
3,5,1,1,192,1924
3,5,1,1,192,1925
3,5,1,5,193,1931
3,5,1,5,193,1932
3,5,1,5,193,1933
3,5,1,5,193,1934
3,5,1,5,193,1935
5,5,1,1,194,1941
5,5,1,1,194,1942
5,5,1,1,194,1943
5,5,1,1,194,1944
5,5,1,1,194,1945
3,1,1,1,195,1951
3,1,1,1,195,1952
3,1,1,1,195,1953
3,1,1,1,195,1954
3,1,1,1,195,1955
1,5,5,1,196,1961
1,5,5,1,196,1962
1,5,5,1,196,1963
1,5,5,1,196,1964
1,5,5,1,196,1965
5,5,1,1,197,1971
5,5,1,1,197,1972
5,5,1,1,197,1973
5,5,1,1,197,1974
5,5,1,1,197,1975
3,5,1,1,198,1981
3,5,1,1,198,1982
3,5,1,1,198,1983
3,5,1,1,198,1984
3,5,1,1,198,1985
3,5,1,5,199,1991
3,5,1,5,199,1992
3,5,1,5,199,1993
3,5,1,5,199,1994
3,5,1,5,199,1995
5,5,5,1,200,2001
5,5,5,1,200,2002
5,5,5,1,200,2003
5,5,5,1,200,2004
5,5,5,1,200,2005
3,1,1,1,201,2011
3,1,1,1,201,2012
3,1,1,1,201,2013
3,1,1,1,201,2014
3,1,1,1,201,2015
5,5,5,1,202,2021
5,5,5,1,202,2022
5,5,5,1,202,2023
5,5,5,1,202,2024
5,5,5,1,202,2025
5,5,5,5,203,2031
5,5,5,5,203,2032
5,5,5,5,203,2033
5,5,5,5,203,2034
5,5,5,5,203,2035
3,5,5,1,204,2041
3,5,5,1,204,2042
3,5,5,1,204,2043
3,5,5,1,204,2044
3,5,5,1,204,2045
1,1,5,1,205,2051
1,1,5,1,205,2052
1,1,5,1,205,2053
1,1,5,1,205,2054
1,1,5,1,205,2055
3,5,1,1,206,2061
3,5,1,1,206,2062
3,5,1,1,206,2063
3,5,1,1,206,2064
3,5,1,1,206,2065
3,5,1,1,207,2071
3,5,1,1,207,2072
3,5,1,1,207,2073
3,5,1,1,207,2074
3,5,1,1,207,2075
5,5,5,1,208,2081
5,5,5,1,208,2082
5,5,5,1,208,2083
5,5,5,1,208,2084
5,5,5,1,208,2085
5,5,5,1,209,2091
5,5,5,1,209,2092
5,5,5,1,209,2093
5,5,5,5,209,2094
5,5,5,5,209,2095
5,5,1,5,210,2101
5,5,1,5,210,2102
5,5,1,5,210,2103
5,5,1,5,210,2104
5,5,1,5,210,2105
1,1,1,1,211,2111
1,1,1,1,211,2112
1,1,1,1,211,2113
1,1,1,1,211,2114
1,1,1,1,211,2115
5,5,1,1,212,2121
5,5,1,1,212,2122
5,5,1,1,212,2123
5,5,5,1,212,2124
5,5,5,1,212,2125
1,1,5,1,213,2131
1,1,5,1,213,2132
1,1,5,1,213,2133
1,1,5,1,213,2134
1,1,5,1,213,2135
3,5,5,5,214,2141
3,5,5,5,214,2142
3,5,5,5,214,2143
3,5,5,5,214,2144
3,5,5,5,214,2145
3,5,5,5,215,2151
3,5,5,5,215,2152
3,5,5,5,215,2153
3,5,5,5,215,2154
3,5,5,5,215,2155
3,5,1,1,216,2161
3,5,1,1,216,2162
3,5,1,1,216,2163
3,5,1,1,216,2164
3,5,1,1,216,2165
1,5,1,5,217,2171
1,5,1,5,217,2172
1,5,1,5,217,2173
1,5,1,5,217,2174
1,5,1,5,217,2175
3,5,1,1,218,2181
3,5,1,1,218,2182
3,5,1,1,218,2183
3,5,1,1,218,2184
3,5,1,1,218,2185
5,5,5,5,219,2191
5,5,5,5,219,2192
5,5,5,5,219,2193
5,5,5,5,219,2194
5,5,5,5,219,2195
3,5,1,1,220,2201
3,5,1,1,220,2202
3,5,1,1,220,2203
3,5,1,1,220,2204
3,5,1,1,220,2205
3,5,1,1,221,2211
3,5,1,1,221,2212
3,5,1,1,221,2213
3,5,1,1,221,2214
3,5,1,1,221,2215
5,5,5,1,222,2221
5,5,5,1,222,2222
5,5,5,1,222,2223
5,5,5,1,222,2224
5,5,5,1,222,2225
5,5,5,5,223,2231
5,5,5,5,223,2232
5,5,5,5,223,2233
5,5,5,5,223,2234
5,5,5,5,223,2235
1,5,1,1,224,2241
