Y1,YY1,X401,X402,X403,X405
17575,1757,5,5,1,1
17581,1758,5,1,5,1
17582,1758,5,1,5,1
17583,1758,5,1,5,1
17584,1758,5,1,5,1
17585,1758,5,1,5,1
17591,1759,3,5,1,1
17592,1759,3,5,1,1
17593,1759,3,5,1,1
17594,1759,3,5,1,1
17595,1759,3,5,1,1
17601,1760,5,5,5,5
17602,1760,5,5,5,5
17603,1760,5,5,5,5
17604,1760,5,5,5,5
17605,1760,5,5,5,5
17611,1761,5,5,1,1
17612,1761,5,5,1,1
17613,1761,5,5,1,1
17614,1761,5,5,1,1
17615,1761,5,5,1,1
17621,1762,5,5,1,5
17622,1762,5,5,1,5
17623,1762,5,5,1,5
17624,1762,5,5,1,5
17625,1762,5,5,1,5
17631,1763,3,1,5,5
17632,1763,3,1,5,5
17633,1763,3,1,5,5
17634,1763,3,1,5,5
17635,1763,3,1,5,5
17641,1764,3,5,5,1
17642,1764,3,5,5,1
17643,1764,3,5,5,1
17644,1764,3,5,5,1
17645,1764,3,5,5,1
17651,1765,5,5,5,1
17652,1765,5,5,5,1
17653,1765,5,5,5,1
17654,1765,5,5,5,1
17655,1765,5,5,5,1
17661,1766,3,5,5,1
17662,1766,3,5,5,1
17663,1766,3,5,5,1
17664,1766,3,5,5,1
17665,1766,3,5,5,1
17671,1767,3,5,5,1
17672,1767,3,5,5,1
17673,1767,3,5,5,1
17674,1767,3,5,5,1
17675,1767,3,5,5,1
17681,1768,5,1,5,1
17682,1768,5,1,5,1
17683,1768,5,1,5,1
17684,1768,5,1,5,1
17685,1768,5,1,5,1
17691,1769,3,5,1,5
17692,1769,3,5,1,5
17693,1769,3,5,1,5
17694,1769,3,5,1,5
17695,1769,3,5,1,5
17701,1770,3,5,1,1
17702,1770,3,5,1,1
17703,1770,3,5,1,1
17704,1770,3,5,1,1
17705,1770,3,5,1,1
17711,1771,3,5,5,1
17712,1771,3,5,5,1
17713,1771,3,5,5,1
17714,1771,3,5,5,1
17715,1771,3,5,5,1
17721,1772,3,5,5,1
17722,1772,3,5,5,1
17723,1772,3,5,5,1
17724,1772,3,5,5,1
17725,1772,3,5,5,1
17731,1773,5,5,5,1
17732,1773,5,5,5,1
17733,1773,5,5,5,1
17734,1773,5,5,5,1
17735,1773,5,5,5,1
17741,1774,5,5,5,1
17742,1774,5,5,5,1
17743,1774,5,5,5,1
17744,1774,5,5,5,1
17745,1774,5,5,5,1
17751,1775,5,5,1,5
17752,1775,5,5,1,5
17753,1775,5,5,1,5
17754,1775,5,5,1,5
17755,1775,5,5,1,5
17761,1776,1,1,5,5
17762,1776,1,1,5,5
17763,1776,1,1,5,5
17764,1776,1,1,5,5
17765,1776,1,1,5,5
17771,1777,3,5,1,1
17772,1777,3,5,1,1
17773,1777,3,5,1,1
17774,1777,3,5,1,1
17775,1777,3,5,1,1
17781,1778,1,5,5,1
17782,1778,1,5,5,1
17783,1778,1,5,5,1
17784,1778,1,5,5,1
17785,1778,1,5,5,1
17791,1779,1,5,1,1
17792,1779,1,5,1,1
17793,1779,1,5,1,1
17794,1779,1,5,1,1
17795,1779,1,5,1,1
17801,1780,5,5,1,1
17802,1780,5,5,1,1
17803,1780,5,5,1,1
17804,1780,5,5,1,1
17805,1780,5,5,1,1
17811,1781,3,1,1,5
17812,1781,3,1,1,5
17813,1781,3,1,1,5
17814,1781,3,1,1,5
17815,1781,3,1,1,5
17821,1782,1,5,5,1
17822,1782,1,5,5,1
17823,1782,1,5,5,1
17824,1782,1,5,5,1
17825,1782,1,5,5,1
17831,1783,1,5,1,1
17832,1783,1,5,1,1
17833,1783,1,5,1,1
17834,1783,1,5,1,1
17835,1783,1,5,1,1
17841,1784,1,1,1,1
17842,1784,1,1,1,1
17843,1784,1,1,1,1
17844,1784,1,1,1,1
17845,1784,1,1,1,1
17851,1785,5,5,5,1
17852,1785,5,5,5,1
17853,1785,5,5,5,1
17854,1785,5,5,5,1
17855,1785,5,5,5,1
17861,1786,3,1,5,1
17862,1786,3,1,5,1
17863,1786,3,1,5,1
17864,1786,3,1,5,1
17865,1786,3,1,5,1
17871,1787,3,5,1,1
17872,1787,3,5,1,1
17873,1787,3,5,1,1
17874,1787,3,5,1,1
17875,1787,3,5,1,1
17881,1788,1,5,1,1
17882,1788,1,5,1,1
17883,1788,1,5,1,1
17884,1788,1,5,1,1
17885,1788,1,5,1,1
17891,1789,3,5,1,5
17892,1789,3,5,1,5
17893,1789,3,5,1,5
17894,1789,3,5,1,5
17895,1789,3,5,1,5
17901,1790,5,5,5,5
17902,1790,5,5,5,5
17903,1790,5,5,5,5
17904,1790,5,5,5,5
17905,1790,5,5,5,5
17911,1791,1,1,1,1
17912,1791,1,1,1,1
17913,1791,1,1,1,1
17914,1791,1,1,1,1
17915,1791,1,1,1,1
17921,1792,5,5,5,1
17922,1792,5,5,5,1
17923,1792,5,5,5,1
17924,1792,5,5,5,1
17925,1792,5,5,5,1
17931,1793,5,5,5,5
17932,1793,5,5,5,5
17933,1793,5,5,5,5
17934,1793,5,5,5,5
17935,1793,5,5,5,5
17941,1794,1,5,1,1
17942,1794,1,5,1,1
17943,1794,1,5,1,1
17944,1794,1,5,1,1
17945,1794,1,5,1,1
17951,1795,5,5,1,1
17952,1795,5,5,1,1
17953,1795,5,5,1,1
17954,1795,5,5,1,1
17955,1795,5,5,1,1
17961,1796,5,5,5,1
17962,1796,5,5,5,1
17963,1796,5,5,5,1
17964,1796,5,5,5,1
17965,1796,5,5,5,1
17971,1797,5,1,1,5
17972,1797,5,1,1,5
17973,1797,5,1,1,5
17974,1797,5,1,1,5
17975,1797,5,1,1,5
17981,1798,5,5,5,1
17982,1798,5,5,5,1
17983,1798,5,5,5,1
17984,1798,5,5,5,1
17985,1798,5,5,5,1
17991,1799,3,5,1,1
17992,1799,3,5,1,1
17993,1799,3,5,1,1
17994,1799,3,5,1,1
17995,1799,3,5,1,1
18001,1800,5,5,5,1
18002,1800,5,5,5,1
18003,1800,5,5,5,1
18004,1800,5,5,5,1
18005,1800,5,5,5,1
18011,1801,5,5,5,5
18012,1801,5,5,5,5
18013,1801,5,5,5,5
18014,1801,5,5,5,5
18015,1801,5,5,5,5
18021,1802,3,5,1,1
18022,1802,3,5,1,1
18023,1802,3,5,1,1
18024,1802,3,5,1,1
18025,1802,3,5,1,1
18031,1803,5,5,5,5
18032,1803,5,5,5,5
18033,1803,5,5,5,5
18034,1803,5,5,5,5
18035,1803,5,5,5,5
18041,1804,5,5,1,1
18042,1804,5,5,1,1
18043,1804,5,5,1,1
18044,1804,5,5,1,1
18045,1804,5,5,1,1
18051,1805,3,5,5,1
18052,1805,3,5,5,1
18053,1805,3,5,5,1
18054,1805,3,5,5,1
18055,1805,3,5,5,1
18061,1806,3,5,5,1
18062,1806,3,5,5,1
18063,1806,3,5,5,1
18064,1806,3,5,5,1
18065,1806,3,5,5,1
18071,1807,3,5,5,1
18072,1807,3,5,5,1
18073,1807,3,5,5,1
18074,1807,3,5,5,1
18075,1807,3,5,5,1
18081,1808,3,5,1,1
18082,1808,3,5,1,1
18083,1808,3,5,1,1
18084,1808,3,5,1,1
18085,1808,3,5,1,1
18091,1809,5,5,5,5
18092,1809,5,5,5,5
18093,1809,5,5,5,5
18094,1809,5,5,5,5
18095,1809,5,5,5,5
18101,1810,1,5,5,5
18102,1810,1,5,5,5
18103,1810,1,5,5,5
18104,1810,1,5,5,5
18105,1810,1,5,5,5
18111,1811,5,5,1,5
18112,1811,5,5,1,5
18113,1811,5,5,1,5
18114,1811,5,5,1,5
18115,1811,5,5,1,5
18121,1812,3,1,1,5
18122,1812,3,1,1,5
18123,1812,3,1,1,5
18124,1812,3,1,1,5
18125,1812,3,1,1,5
18131,1813,1,1,1,1
18132,1813,1,1,1,1
18133,1813,1,1,1,1
18134,1813,1,1,1,1
18135,1813,1,1,1,1
18141,1814,1,1,5,1
18142,1814,1,1,5,1
18143,1814,1,1,5,1
18144,1814,1,1,5,1
18145,1814,1,1,5,1
18151,1815,3,5,1,1
18152,1815,3,5,1,1
18153,1815,3,5,1,1
18154,1815,3,5,1,1
18155,1815,3,5,1,1
18161,1816,5,5,1,1
18162,1816,5,5,1,1
18163,1816,5,5,1,1
18164,1816,5,5,1,1
18165,1816,5,5,1,1
18171,1817,5,5,1,1
18172,1817,5,5,1,1
18173,1817,5,5,1,1
18174,1817,5,5,1,1
18175,1817,5,5,1,1
18181,1818,3,5,1,1
18182,1818,3,5,1,1
18183,1818,3,5,1,1
18184,1818,3,5,1,1
18185,1818,3,5,1,1
18191,1819,5,5,1,1
18192,1819,5,5,1,1
18193,1819,5,5,1,1
18194,1819,5,5,1,1
18195,1819,5,5,1,1
18201,1820,1,5,1,1
18202,1820,1,5,1,1
18203,1820,1,5,1,1
18204,1820,1,5,1,1
18205,1820,1,5,1,1
18211,1821,1,5,5,1
18212,1821,1,5,5,1
18213,1821,1,5,5,1
18214,1821,1,5,5,1
18215,1821,1,5,5,1
18221,1822,5,5,1,5
18222,1822,5,5,1,5
18223,1822,5,5,1,5
18224,1822,5,5,1,5
18225,1822,5,5,1,5
18231,1823,1,1,1,1
18232,1823,1,1,1,1
18233,1823,1,1,1,1
18234,1823,1,1,1,1
18235,1823,1,1,1,1
18241,1824,5,5,5,1
18242,1824,5,5,5,1
18243,1824,5,5,5,1
18244,1824,5,5,5,1
18245,1824,5,5,5,1
18251,1825,3,5,1,1
18252,1825,3,5,1,1
18253,1825,3,5,1,1
18254,1825,3,5,1,1
18255,1825,3,5,1,1
18261,1826,1,5,5,1
18262,1826,1,5,5,1
18263,1826,1,5,5,1
18264,1826,1,5,5,1
18265,1826,1,5,5,1
18271,1827,1,1,1,1
18272,1827,1,1,1,1
18273,1827,1,1,1,1
18274,1827,1,1,1,1
18275,1827,1,1,1,1
18281,1828,3,5,5,1
18282,1828,3,5,5,1
18283,1828,3,5,5,1
18284,1828,3,5,5,1
18285,1828,3,5,5,1
18291,1829,5,5,5,5
18292,1829,5,5,5,5
18293,1829,5,5,5,5
18294,1829,5,5,5,5
18295,1829,5,5,5,5
18301,1830,3,1,1,1
18302,1830,3,1,1,1
18303,1830,3,1,1,1
18304,1830,3,1,1,1
18305,1830,3,1,1,1
18311,1831,5,5,1,1
18312,1831,5,5,1,1
18313,1831,5,5,1,1
18314,1831,5,5,1,1
18315,1831,5,5,1,1
18321,1832,3,1,5,1
18322,1832,3,1,5,1
18323,1832,3,1,5,1
18324,1832,3,1,5,1
18325,1832,3,1,5,1
18331,1833,3,5,5,1
18332,1833,3,5,5,1
18333,1833,3,5,5,1
18334,1833,3,5,5,1
18335,1833,3,5,5,1
18341,1834,5,5,5,5
18342,1834,5,5,5,5
18343,1834,5,5,5,5
18344,1834,5,5,5,5
18345,1834,5,5,5,5
18351,1835,1,5,1,1
18352,1835,1,5,1,1
18353,1835,1,5,1,1
18354,1835,1,5,1,1
18355,1835,1,5,1,1
18361,1836,3,5,1,1
18362,1836,3,5,1,1
18363,1836,3,5,1,1
18364,1836,3,5,1,1
18365,1836,3,5,1,1
18371,1837,5,5,5,5
18372,1837,5,5,5,5
18373,1837,5,5,5,5
18374,1837,5,5,5,5
18375,1837,5,5,5,5
18381,1838,1,5,5,1
18382,1838,1,5,5,1
18383,1838,1,5,5,1
18384,1838,1,5,5,1
18385,1838,1,5,5,1
18391,1839,3,5,5,5
18392,1839,3,5,5,5
18393,1839,3,5,5,5
18394,1839,3,5,5,5
18395,1839,3,5,5,5
18401,1840,5,5,1,1
18402,1840,5,5,1,1
18403,1840,5,5,1,1
18404,1840,5,5,1,1
18405,1840,5,5,1,1
18411,1841,5,5,5,5
18412,1841,5,5,5,5
18413,1841,5,5,5,5
18414,1841,5,5,5,5
18415,1841,5,5,5,5
18421,1842,3,5,1,1
18422,1842,5,5,5,1
18423,1842,3,5,5,5
18424,1842,5,5,5,1
18425,1842,3,5,1,5
18431,1843,3,1,1,1
18432,1843,3,1,1,1
18433,1843,3,1,1,1
18434,1843,3,1,1,1
18435,1843,3,1,1,1
18441,1844,3,5,1,1
18442,1844,3,5,1,1
18443,1844,3,5,1,1
18444,1844,3,5,1,1
18445,1844,3,5,1,1
18451,1845,1,1,1,1
18452,1845,1,1,1,1
18453,1845,1,1,1,1
18454,1845,1,1,1,1
18455,1845,1,1,1,1
18461,1846,3,5,5,1
18462,1846,3,5,5,1
18463,1846,3,5,5,1
18464,1846,3,5,5,1
18465,1846,3,5,5,1
18471,1847,5,5,1,5
18472,1847,5,5,1,5
18473,1847,5,5,1,5
18474,1847,5,5,1,5
18475,1847,5,5,1,5
18481,1848,3,1,5,1
18482,1848,3,1,5,1
18483,1848,3,1,5,1
18484,1848,3,1,5,1
18485,1848,3,1,5,1
18491,1849,3,5,1,1
18492,1849,3,5,1,1
18493,1849,3,5,1,1
18494,1849,3,5,1,1
18495,1849,3,5,1,1
18501,1850,3,5,5,5
18502,1850,3,5,5,5
18503,1850,3,5,5,5
18504,1850,3,5,5,5
18505,1850,3,5,5,5
18511,1851,5,5,5,5
18512,1851,5,5,5,5
18513,1851,5,5,5,5
18514,1851,5,5,5,5
18515,1851,5,5,5,5
18521,1852,5,5,5,1
18522,1852,5,5,5,1
18523,1852,5,5,5,1
18524,1852,5,5,5,1
18525,1852,5,5,5,1
18531,1853,5,5,5,1
18532,1853,5,5,5,1
18533,1853,5,5,5,1
18534,1853,5,5,5,1
18535,1853,5,5,5,1
18541,1854,3,5,1,1
18542,1854,3,5,1,1
18543,1854,3,5,1,1
18544,1854,3,5,1,1
18545,1854,3,5,1,1
18551,1855,3,5,1,1
18552,1855,3,5,1,1
18553,1855,3,5,1,1
18554,1855,3,5,1,1
18555,1855,3,5,1,1
18561,1856,5,5,1,5
18562,1856,5,5,5,5
18563,1856,5,5,1,5
18564,1856,5,5,1,5
18565,1856,5,5,5,5
18571,1857,3,5,1,1
18572,1857,3,5,1,1
18573,1857,3,5,1,1
18574,1857,3,5,1,1
18575,1857,3,5,1,1
18581,1858,3,5,5,1
18582,1858,3,5,5,1
18583,1858,3,5,5,1
18584,1858,3,5,5,1
18585,1858,3,5,5,1
18591,1859,3,5,5,1
18592,1859,3,5,5,1
18593,1859,3,5,5,1
18594,1859,3,5,5,1
18595,1859,3,5,5,1
18601,1860,3,5,5,1
18602,1860,3,5,5,1
18603,1860,3,5,5,1
18604,1860,3,5,5,1
18605,1860,3,5,5,1
18611,1861,3,5,1,1
18612,1861,3,5,1,1
18613,1861,3,5,1,1
18614,1861,3,5,1,1
18615,1861,3,5,1,1
18621,1862,1,5,1,5
18622,1862,1,5,1,5
18623,1862,1,5,1,5
18624,1862,1,5,1,5
18625,1862,1,5,1,5
18631,1863,3,5,1,1
18632,1863,3,5,1,1
18633,1863,3,5,1,1
18634,1863,3,5,1,1
18635,1863,3,5,1,1
18641,1864,1,5,1,1
18642,1864,1,5,1,1
18643,1864,1,5,1,1
18644,1864,1,5,1,1
18645,1864,1,5,1,1
18651,1865,1,5,5,5
18652,1865,1,5,5,5
18653,1865,1,5,5,5
18654,1865,1,5,5,5
18655,1865,1,5,5,5
18661,1866,5,5,5,1
18662,1866,5,5,1,1
18663,1866,5,5,1,1
18664,1866,5,5,5,1
18665,1866,5,5,5,1
18671,1867,5,5,5,1
18672,1867,5,5,5,1
18673,1867,5,5,5,1
18674,1867,5,5,5,1
18675,1867,5,5,5,1
18681,1868,3,5,1,1
18682,1868,3,5,1,1
18683,1868,3,5,1,1
18684,1868,3,5,1,1
18685,1868,3,5,1,1
18691,1869,3,5,1,1
18692,1869,3,5,1,1
18693,1869,3,5,1,1
18694,1869,3,5,1,1
18695,1869,3,5,1,1
18701,1870,5,5,1,5
18702,1870,5,5,1,5
18703,1870,5,5,1,5
18704,1870,5,5,1,5
18705,1870,5,5,1,5
18711,1871,5,5,1,1
18712,1871,5,5,1,1
18713,1871,5,5,1,1
18714,1871,5,5,1,1
18715,1871,5,5,1,1
18721,1872,3,5,1,1
18722,1872,3,5,1,1
18723,1872,3,5,1,1
18724,1872,3,5,1,1
18725,1872,3,5,1,1
18731,1873,5,5,5,5
18732,1873,5,5,5,5
18733,1873,5,5,5,5
18734,1873,5,5,5,5
18735,1873,5,5,5,5
18741,1874,5,5,5,1
18742,1874,5,5,5,1
18743,1874,5,5,5,1
18744,1874,5,5,5,1
18745,1874,5,5,5,1
18751,1875,3,5,5,1
18752,1875,3,5,5,1
18753,1875,3,5,5,1
18754,1875,3,5,5,1
18755,1875,3,5,5,1
18761,1876,1,5,5,5
18762,1876,1,5,5,5
18763,1876,1,5,5,5
18764,1876,1,5,5,5
18765,1876,1,5,5,5
18771,1877,5,5,5,1
18772,1877,5,5,5,1
18773,1877,5,5,5,1
18774,1877,5,5,5,1
18775,1877,5,5,5,1
18781,1878,3,5,5,1
18782,1878,3,5,5,1
18783,1878,3,5,5,1
18784,1878,3,5,5,1
18785,1878,3,5,5,1
18791,1879,1,5,1,1
18792,1879,1,5,1,1
18793,1879,1,5,1,1
18794,1879,1,5,1,1
18795,1879,1,5,1,1
18801,1880,5,5,1,1
18802,1880,5,5,1,1
18803,1880,5,5,1,1
18804,1880,5,5,1,1
18805,1880,5,5,1,1
18811,1881,3,1,1,1
18812,1881,3,1,1,1
18813,1881,3,1,1,1
18814,1881,3,1,1,1
18815,1881,3,1,1,1
18821,1882,5,5,1,1
18822,1882,5,5,1,1
18823,1882,5,5,1,1
18824,1882,5,5,1,1
18825,1882,5,5,1,1
18831,1883,3,1,1,5
18832,1883,3,1,1,5
18833,1883,3,1,1,5
18834,1883,3,1,1,5
18835,1883,3,1,1,5
18841,1884,1,5,1,1
18842,1884,1,5,1,1
18843,1884,1,5,1,1
18844,1884,1,5,1,1
18845,1884,1,5,1,1
18851,1885,3,5,1,1
18852,1885,3,5,1,1
18853,1885,3,5,1,1
18854,1885,3,5,1,1
18855,1885,3,5,1,1
18861,1886,3,5,1,1
18862,1886,3,5,1,1
18863,1886,3,5,1,1
18864,1886,3,5,1,1
18865,1886,3,5,1,1
18871,1887,3,5,5,1
18872,1887,3,5,5,1
18873,1887,3,5,5,1
18874,1887,3,5,5,1
18875,1887,3,5,5,1
18881,1888,3,5,5,1
18882,1888,3,5,5,1
18883,1888,3,5,5,1
18884,1888,3,5,5,1
18885,1888,3,5,5,1
18891,1889,3,5,1,1
18892,1889,3,5,1,1
18893,1889,3,5,1,1
18894,1889,3,5,1,1
18895,1889,3,5,1,1
18901,1890,3,5,5,1
18902,1890,3,5,5,1
18903,1890,3,5,5,1
18904,1890,3,5,5,1
18905,1890,3,5,5,1
18911,1891,5,1,1,1
18912,1891,5,1,1,1
18913,1891,5,1,1,1
18914,1891,5,1,1,1
18915,1891,5,1,1,1
18921,1892,3,5,1,1
18922,1892,3,5,1,1
18923,1892,3,5,1,1
18924,1892,3,5,1,1
18925,1892,3,5,1,1
18931,1893,3,5,1,1
18932,1893,3,5,1,1
18933,1893,3,5,1,1
18934,1893,3,5,1,1
18935,1893,3,5,1,1
18941,1894,3,5,1,1
18942,1894,3,5,1,1
18943,1894,3,5,1,1
18944,1894,3,5,1,1
18945,1894,3,5,1,1
18951,1895,5,5,1,1
18952,1895,5,5,1,1
18953,1895,5,5,1,1
18954,1895,5,5,1,1
18955,1895,5,5,1,1
18961,1896,5,5,1,1
18962,1896,5,5,1,1
18963,1896,5,5,1,1
18964,1896,5,5,1,1
18965,1896,5,5,1,1
18971,1897,5,5,1,1
18972,1897,5,5,1,1
18973,1897,5,5,1,1
18974,1897,5,5,1,1
18975,1897,5,5,1,1
18981,1898,3,5,5,1
18982,1898,3,5,5,1
18983,1898,3,5,5,1
18984,1898,3,5,5,1
18985,1898,3,5,5,1
18991,1899,5,5,1,1
18992,1899,5,5,1,1
18993,1899,5,5,1,1
18994,1899,5,5,1,1
18995,1899,5,5,1,1
19001,1900,5,5,1,1
19002,1900,5,5,1,1
19003,1900,5,5,1,1
19004,1900,5,5,1,1
19005,1900,5,5,1,1
19011,1901,5,5,5,5
19012,1901,5,5,5,5
19013,1901,5,5,5,5
19014,1901,5,5,5,5
19015,1901,5,5,5,5
19021,1902,5,5,1,1
19022,1902,5,5,1,1
19023,1902,5,5,1,1
19024,1902,5,5,1,1
19025,1902,5,5,1,1
19031,1903,5,5,1,1
19032,1903,5,5,1,1
19033,1903,5,5,1,1
19034,1903,5,5,1,1
19035,1903,5,5,1,1
19041,1904,5,5,1,1
19042,1904,5,5,1,1
19043,1904,5,5,1,1
19044,1904,5,5,1,1
19045,1904,5,5,1,1
19051,1905,5,1,1,1
19052,1905,5,1,1,1
19053,1905,5,1,1,1
19054,1905,5,1,1,1
19055,1905,5,1,1,1
19061,1906,5,5,5,1
19062,1906,5,5,5,1
19063,1906,5,5,5,1
19064,1906,5,5,5,1
19065,1906,5,5,5,1
19071,1907,3,5,1,1
19072,1907,3,5,1,1
19073,1907,3,5,1,1
19074,1907,3,5,1,1
19075,1907,3,5,1,1
19081,1908,3,5,5,1
19082,1908,3,5,5,1
19083,1908,3,5,5,1
19084,1908,3,5,5,1
19085,1908,3,5,5,1
19091,1909,5,1,1,1
19092,1909,5,1,1,1
19093,1909,5,1,1,1
19094,1909,5,1,1,1
19095,1909,5,1,1,1
19101,1910,5,5,5,1
19102,1910,5,5,5,1
19103,1910,5,5,5,1
19104,1910,5,5,5,1
19105,1910,5,5,5,1
19111,1911,3,5,5,5
19112,1911,3,5,5,5
19113,1911,3,5,5,5
19114,1911,3,5,5,5
19115,1911,3,5,5,5
19121,1912,5,5,1,5
19122,1912,5,5,1,5
19123,1912,5,5,1,5
19124,1912,5,5,1,5
19125,1912,5,5,1,5
19131,1913,3,5,5,1
19132,1913,3,5,5,1
19133,1913,3,5,5,1
19134,1913,3,5,5,1
19135,1913,3,5,5,1
19141,1914,3,5,1,1
19142,1914,3,5,1,1
19143,1914,3,5,1,1
19144,1914,3,5,1,1
19145,1914,3,5,1,1
19151,1915,5,5,5,1
19152,1915,5,5,5,1
19153,1915,5,5,5,1
19154,1915,5,5,5,1
19155,1915,5,5,5,1
19161,1916,1,5,1,5
19162,1916,1,5,1,5
19163,1916,1,5,1,5
19164,1916,1,5,1,5
19165,1916,1,5,1,5
19171,1917,3,5,1,1
19172,1917,3,5,1,1
19173,1917,3,5,1,1
19174,1917,3,5,1,1
19175,1917,3,5,1,1
19181,1918,5,5,1,1
19182,1918,5,5,1,1
19183,1918,5,5,1,1
19184,1918,5,5,1,1
19185,1918,5,5,1,1
19191,1919,3,1,1,1
19192,1919,3,1,1,1
19193,1919,3,1,1,1
19194,1919,3,1,1,1
19195,1919,3,1,1,1
19201,1920,5,5,1,1
19202,1920,5,5,1,1
19203,1920,5,5,1,1
19204,1920,5,5,1,1
19205,1920,5,5,1,1
19211,1921,3,1,5,1
19212,1921,3,1,5,1
19213,1921,3,1,5,1
19214,1921,3,1,5,1
19215,1921,3,1,5,1
19221,1922,1,5,5,1
19222,1922,1,5,5,1
19223,1922,1,5,5,1
19224,1922,1,5,5,1
19225,1922,1,5,5,1
19231,1923,5,5,5,1
19232,1923,5,5,5,1
19233,1923,5,5,5,1
19234,1923,5,5,5,1
19235,1923,5,5,5,1
19241,1924,3,5,5,1
19242,1924,3,5,5,1
19243,1924,3,5,5,1
19244,1924,3,5,5,1
19245,1924,3,5,5,1
19251,1925,5,5,5,5
19252,1925,5,5,5,5
19253,1925,5,5,5,5
19254,1925,5,5,5,5
19255,1925,5,5,5,5
19261,1926,5,5,5,5
19262,1926,5,5,5,5
19263,1926,5,5,5,5
19264,1926,5,5,5,5
19265,1926,5,5,5,5
19271,1927,1,1,1,1
19272,1927,1,1,1,1
19273,1927,1,1,1,1
19274,1927,1,1,1,1
19275,1927,1,1,1,1
19281,1928,3,5,5,1
19282,1928,3,5,5,1
19283,1928,3,5,5,1
19284,1928,3,5,5,1
19285,1928,3,5,5,1
19291,1929,5,5,1,1
19292,1929,5,5,1,1
19293,1929,5,5,1,1
19294,1929,5,5,1,1
19295,1929,5,5,1,1
19301,1930,1,5,1,1
19302,1930,1,5,1,1
19303,1930,1,5,1,1
19304,1930,1,5,1,1
19305,1930,1,5,1,1
19311,1931,3,5,1,1
19312,1931,3,5,1,1
19313,1931,3,5,1,1
19314,1931,3,5,1,1
19315,1931,3,5,1,1
19321,1932,1,1,1,1
19322,1932,1,1,1,1
19323,1932,1,1,1,1
19324,1932,1,1,1,1
19325,1932,1,1,1,1
19331,1933,1,5,1,1
19332,1933,1,5,1,1
19333,1933,1,5,1,1
19334,1933,1,5,1,1
19335,1933,1,5,1,1
19341,1934,3,5,5,5
19342,1934,3,5,5,5
19343,1934,3,5,5,5
19344,1934,3,5,5,5
19345,1934,3,5,5,5
19351,1935,3,5,5,1
19352,1935,3,5,5,1
19353,1935,3,5,5,1
19354,1935,3,5,5,1
19355,1935,3,5,5,1
19361,1936,1,5,5,1
19362,1936,1,5,5,1
19363,1936,1,5,5,1
19364,1936,1,5,5,1
19365,1936,1,5,5,1
19371,1937,5,5,5,5
19372,1937,5,5,5,5
19373,1937,5,5,5,5
19374,1937,5,5,5,5
19375,1937,5,5,5,5
19381,1938,5,5,5,1
19382,1938,5,5,5,1
19383,1938,5,5,5,1
19384,1938,5,5,5,1
19385,1938,5,5,5,1
19391,1939,3,5,1,1
19392,1939,3,5,1,1
19393,1939,3,5,1,1
19394,1939,3,5,1,1
19395,1939,3,5,1,1
19401,1940,5,5,1,1
19402,1940,5,5,1,1
19403,1940,5,5,1,1
19404,1940,5,5,1,1
19405,1940,5,5,1,1
19411,1941,3,5,1,1
19412,1941,3,5,1,1
19413,1941,3,5,1,1
19414,1941,3,5,1,1
19415,1941,3,5,1,1
19421,1942,3,5,5,1
19422,1942,3,5,5,1
19423,1942,3,5,5,1
19424,1942,3,5,5,1
19425,1942,3,5,5,1
19431,1943,3,5,1,1
19432,1943,3,5,1,1
19433,1943,3,5,1,1
19434,1943,3,5,1,1
19435,1943,3,5,1,1
19441,1944,5,5,5,5
19442,1944,5,5,5,5
19443,1944,5,5,5,5
19444,1944,5,5,5,5
19445,1944,5,5,5,5
19451,1945,1,1,1,1
19452,1945,1,1,1,1
19453,1945,1,1,1,1
19454,1945,1,1,1,1
19455,1945,1,1,1,1
19461,1946,3,5,1,1
19462,1946,3,5,1,1
19463,1946,3,5,1,1
19464,1946,3,5,1,1
19465,1946,3,5,1,1
19471,1947,5,5,5,5
19472,1947,5,5,5,5
19473,1947,5,5,5,5
19474,1947,5,5,5,5
19475,1947,5,5,5,5
19481,1948,5,5,5,5
19482,1948,5,5,5,5
19483,1948,5,5,5,5
19484,1948,5,5,5,5
19485,1948,5,5,5,5
19491,1949,1,5,1,1
19492,1949,1,5,1,1
19493,1949,1,5,1,1
19494,1949,1,5,1,1
19495,1949,1,5,1,1
19501,1950,1,5,1,5
19502,1950,1,5,1,5
19503,1950,1,5,1,5
19504,1950,1,5,1,5
19505,1950,1,5,1,5
19511,1951,1,5,1,1
19512,1951,1,5,1,1
19513,1951,1,5,1,1
19514,1951,1,5,1,1
19515,1951,1,5,1,1
19521,1952,3,5,5,1
19522,1952,3,5,5,1
19523,1952,3,5,5,1
19524,1952,3,5,5,1
19525,1952,3,5,5,1
19531,1953,3,5,5,1
19532,1953,3,5,5,1
19533,1953,3,5,5,1
19534,1953,3,5,5,1
19535,1953,3,5,5,1
19541,1954,3,5,5,1
19542,1954,3,5,5,1
19543,1954,3,5,5,1
19544,1954,3,5,5,1
19545,1954,3,5,5,1
19551,1955,5,5,1,1
19552,1955,5,5,1,1
19553,1955,5,5,1,1
19554,1955,5,5,1,1
19555,1955,5,5,1,1
19561,1956,3,5,1,1
19562,1956,3,5,1,1
19563,1956,3,5,1,1
19564,1956,3,5,1,1
19565,1956,3,5,1,1
19571,1957,1,5,1,1
19572,1957,1,5,1,1
