Y1,YY1,X401,X402,X403,X405
36661,3666,3,5,5,5
36662,3666,3,5,5,5
36663,3666,3,5,5,5
36664,3666,3,5,5,5
36665,3666,3,5,5,5
36671,3667,1,5,5,5
36672,3667,1,5,5,5
36673,3667,1,5,5,5
36674,3667,1,5,5,5
36675,3667,1,5,5,5
36681,3668,3,5,1,5
36682,3668,3,5,1,5
36683,3668,3,5,1,5
36684,3668,3,5,1,5
36685,3668,3,5,1,5
36691,3669,1,5,1,1
36692,3669,1,5,1,1
36693,3669,1,5,1,1
36694,3669,1,5,1,1
36695,3669,1,5,1,1
36701,3670,3,5,5,1
36702,3670,3,5,5,1
36703,3670,3,5,5,1
36704,3670,3,5,5,1
36705,3670,3,5,5,1
36711,3671,3,5,1,1
36712,3671,3,5,1,1
36713,3671,3,5,1,1
36714,3671,3,5,1,1
36715,3671,3,5,1,1
36721,3672,1,5,1,1
36722,3672,1,5,1,1
36723,3672,1,5,1,1
36724,3672,1,5,1,1
36725,3672,1,5,1,1
36731,3673,5,5,5,5
36732,3673,5,5,5,5
36733,3673,5,5,5,5
36734,3673,5,5,5,5
36735,3673,5,5,5,5
36741,3674,5,5,5,5
36742,3674,5,5,5,5
36743,3674,5,5,5,5
36744,3674,5,5,5,5
36745,3674,5,5,5,5
36751,3675,3,5,1,5
36752,3675,3,5,1,5
36753,3675,3,5,1,5
36754,3675,3,5,1,5
36755,3675,3,5,1,5
36761,3676,3,5,5,5
36762,3676,3,5,5,5
36763,3676,3,5,5,5
36764,3676,3,5,5,5
36765,3676,3,5,5,5
36771,3677,1,5,1,1
36772,3677,1,5,1,1
36773,3677,1,5,1,1
36774,3677,1,5,1,1
36775,3677,1,5,1,1
36781,3678,5,5,1,1
36782,3678,5,5,1,1
36783,3678,5,5,1,1
36784,3678,5,5,1,1
36785,3678,5,5,1,1
36791,3679,3,5,5,5
36792,3679,3,5,5,5
36793,3679,3,5,5,5
36794,3679,3,5,5,5
36795,3679,3,5,5,5
36801,3680,1,5,1,1
36802,3680,1,5,1,1
36803,3680,1,5,1,1
36804,3680,1,5,1,1
36805,3680,1,5,1,1
36811,3681,5,5,1,1
36812,3681,5,5,1,1
36813,3681,5,5,1,1
36814,3681,5,5,1,1
36815,3681,5,5,1,1
36821,3682,1,5,1,1
36822,3682,1,5,1,1
36823,3682,1,5,1,1
36824,3682,1,5,1,1
36825,3682,1,5,1,1
36831,3683,3,5,1,5
36832,3683,3,5,1,5
36833,3683,3,5,1,5
36834,3683,3,5,1,5
36835,3683,3,5,1,5
36841,3684,1,5,5,1
36842,3684,1,5,5,1
36843,3684,1,5,5,1
36844,3684,1,5,5,1
36845,3684,1,5,5,1
36851,3685,3,5,5,5
36852,3685,3,5,5,5
36853,3685,3,5,5,5
36854,3685,3,5,5,5
36855,3685,3,5,5,5
36861,3686,1,5,5,1
36862,3686,1,5,5,1
36863,3686,1,5,5,1
36864,3686,1,5,5,1
36865,3686,1,5,5,1
36871,3687,1,5,5,5
36872,3687,1,5,5,5
36873,3687,1,5,5,5
36874,3687,1,5,5,5
36875,3687,1,5,5,5
36881,3688,5,5,1,1
36882,3688,5,5,1,1
36883,3688,5,5,1,1
36884,3688,5,5,1,1
36885,3688,5,5,1,1
36891,3689,1,5,1,1
36892,3689,1,5,1,1
36893,3689,1,5,1,1
36894,3689,1,5,1,1
36895,3689,1,5,1,1
36901,3690,3,5,5,1
36902,3690,3,5,5,1
36903,3690,3,5,5,1
36904,3690,3,5,5,1
36905,3690,3,5,5,1
36911,3691,3,5,5,5
36912,3691,3,5,5,5
36913,3691,3,5,5,5
36914,3691,3,5,5,5
36915,3691,3,5,5,5
36921,3692,3,5,1,1
36922,3692,3,5,1,1
36923,3692,3,5,1,1
36924,3692,3,5,1,1
36925,3692,3,5,1,1
36931,3693,1,5,5,1
36932,3693,1,5,5,1
36933,3693,1,5,5,1
36934,3693,1,5,5,1
36935,3693,1,5,5,1
36941,3694,3,5,1,1
36942,3694,3,5,1,1
36943,3694,3,5,1,1
36944,3694,3,5,1,1
36945,3694,3,5,1,1
36951,3695,1,5,5,1
36952,3695,1,5,5,1
36953,3695,1,5,5,1
36954,3695,1,5,5,1
36955,3695,1,5,5,1
36961,3696,3,5,1,1
36962,3696,3,5,1,1
36963,3696,3,5,1,1
36964,3696,3,5,1,1
36965,3696,3,5,1,1
36971,3697,3,5,1,1
36972,3697,3,5,1,1
36973,3697,3,5,1,1
36974,3697,3,5,1,1
36975,3697,3,5,1,1
36981,3698,1,5,5,1
36982,3698,1,5,5,1
36983,3698,1,5,5,1
36984,3698,1,5,5,1
36985,3698,1,5,5,1
36991,3699,3,5,5,1
36992,3699,3,5,5,1
36993,3699,3,5,5,1
36994,3699,3,5,5,1
36995,3699,3,5,5,1
37001,3700,1,5,5,1
37002,3700,1,5,5,1
37003,3700,1,5,5,1
37004,3700,1,5,5,1
37005,3700,1,5,5,1
37011,3701,5,5,5,1
37012,3701,5,5,5,1
37013,3701,5,5,5,1
37014,3701,5,5,5,1
37015,3701,5,5,5,1
37021,3702,3,5,5,1
37022,3702,3,5,5,1
37023,3702,3,5,5,1
37024,3702,3,5,5,1
37025,3702,3,5,5,1
37031,3703,1,5,1,1
37032,3703,1,5,1,1
37033,3703,1,5,1,1
37034,3703,1,5,1,1
37035,3703,1,5,1,1
37041,3704,5,5,5,1
37042,3704,5,5,5,1
37043,3704,5,5,5,1
37044,3704,5,5,5,1
37045,3704,5,5,5,1
37051,3705,5,5,5,5
37052,3705,5,5,5,5
37053,3705,5,5,5,5
37054,3705,5,5,5,5
37055,3705,5,5,5,5
37061,3706,1,5,5,1
37062,3706,1,5,5,1
37063,3706,1,5,5,1
37064,3706,1,5,5,1
37065,3706,1,5,5,1
37071,3707,5,5,1,5
37072,3707,5,5,1,5
37073,3707,5,5,1,5
37074,3707,5,5,1,5
37075,3707,5,5,1,5
37081,3708,5,5,5,5
37082,3708,5,5,5,5
37083,3708,5,5,5,5
37084,3708,5,5,5,5
37085,3708,5,5,5,5
37091,3709,5,5,5,5
37092,3709,5,5,5,5
37093,3709,5,5,5,5
37094,3709,5,5,5,5
37095,3709,5,5,5,5
37101,3710,5,5,1,1
37102,3710,5,5,1,1
37103,3710,5,5,1,1
37104,3710,5,5,1,1
37105,3710,5,5,1,1
37111,3711,3,5,5,5
37112,3711,3,5,5,5
37113,3711,3,5,5,5
37114,3711,3,5,5,5
37115,3711,3,5,5,5
37121,3712,5,5,1,5
37122,3712,5,5,1,5
37123,3712,5,5,1,5
37124,3712,5,5,1,5
37125,3712,5,5,1,5
37131,3713,3,5,1,1
37132,3713,3,5,1,1
37133,3713,3,5,1,1
37134,3713,3,5,1,1
37135,3713,3,5,1,1
37141,3714,3,5,5,1
37142,3714,3,5,5,1
37143,3714,3,5,5,1
37144,3714,3,5,5,1
37145,3714,3,5,5,1
37151,3715,3,5,1,1
37152,3715,3,5,1,1
37153,3715,3,5,1,1
37154,3715,3,5,1,1
37155,3715,3,5,1,1
37161,3716,1,5,5,1
37162,3716,1,5,5,1
37163,3716,1,5,5,1
37164,3716,1,5,5,1
37165,3716,1,5,5,1
37171,3717,1,1,1,1
37172,3717,1,1,1,1
37173,3717,1,1,1,1
37174,3717,1,1,1,1
37175,3717,1,1,1,1
37181,3718,5,5,1,1
37182,3718,5,5,1,1
37183,3718,5,5,1,1
37184,3718,5,5,1,1
37185,3718,5,5,1,1
37191,3719,5,5,1,1
37192,3719,5,5,1,1
37193,3719,5,5,1,1
37194,3719,5,5,1,1
37195,3719,5,5,1,1
37201,3720,3,5,1,1
37202,3720,3,5,1,1
37203,3720,3,5,1,1
37204,3720,3,5,1,1
37205,3720,3,5,1,1
37211,3721,3,5,5,1
37212,3721,3,5,5,1
37213,3721,3,5,5,1
37214,3721,3,5,5,1
37215,3721,3,5,5,1
37221,3722,3,1,1,1
37222,3722,3,1,1,1
37223,3722,3,1,1,1
37224,3722,3,1,1,1
37225,3722,3,1,1,1
37231,3723,3,5,1,1
37232,3723,3,5,1,1
37233,3723,3,5,1,1
37234,3723,3,5,1,1
37235,3723,3,5,1,1
37241,3724,3,5,1,1
37242,3724,3,5,1,1
37243,3724,3,5,1,1
37244,3724,3,5,1,1
37245,3724,3,5,1,1
37251,3725,5,5,5,1
37252,3725,5,5,5,1
37253,3725,5,5,5,1
37254,3725,5,5,5,1
37255,3725,5,5,5,1
37261,3726,3,5,1,1
37262,3726,3,5,1,1
37263,3726,3,5,1,1
37264,3726,3,5,1,1
37265,3726,3,5,1,1
37271,3727,3,5,5,5
37272,3727,3,5,5,5
37273,3727,3,5,5,5
37274,3727,3,5,5,5
37275,3727,3,5,5,5
37281,3728,5,5,1,1
37282,3728,5,5,1,1
37283,3728,5,5,1,1
37284,3728,5,5,1,1
37285,3728,5,5,1,1
37291,3729,3,5,1,1
37292,3729,3,5,1,1
37293,3729,3,5,1,1
37294,3729,3,5,1,1
37295,3729,3,5,1,1
37301,3730,1,1,1,1
37302,3730,1,1,1,1
37303,3730,1,1,1,1
37304,3730,1,1,1,1
37305,3730,1,1,1,1
37311,3731,5,5,5,1
37312,3731,5,5,5,1
37313,3731,5,5,5,1
37314,3731,5,5,5,1
37315,3731,5,5,5,1
37321,3732,1,5,1,1
37322,3732,1,5,1,1
37323,3732,1,5,1,1
37324,3732,1,5,1,1
37325,3732,1,5,1,1
37331,3733,3,5,1,1
37332,3733,3,5,1,1
37333,3733,3,5,1,1
37334,3733,3,5,1,1
37335,3733,3,5,1,1
37341,3734,3,5,1,1
37342,3734,3,5,1,1
37343,3734,3,5,1,1
37344,3734,3,5,1,1
37345,3734,3,5,1,1
37351,3735,3,5,5,1
37352,3735,3,5,5,1
37353,3735,3,5,5,1
37354,3735,3,5,5,1
37355,3735,3,5,5,1
37361,3736,1,5,5,5
37362,3736,1,5,5,5
37363,3736,1,5,5,5
37364,3736,1,5,5,5
37365,3736,1,5,5,5
37371,3737,3,1,5,5
37372,3737,3,1,5,5
37373,3737,3,1,5,5
37374,3737,3,1,5,5
37375,3737,3,1,5,5
37381,3738,3,5,1,1
37382,3738,3,5,1,1
37383,3738,3,5,1,1
37384,3738,3,5,1,1
37385,3738,3,5,1,1
37391,3739,1,1,1,1
37392,3739,1,1,1,1
37393,3739,1,1,1,1
37394,3739,1,1,1,1
37395,3739,1,1,1,1
37401,3740,5,5,5,1
37402,3740,5,5,5,1
37403,3740,5,5,5,1
37404,3740,5,5,5,1
37405,3740,5,5,5,1
37411,3741,3,5,1,1
37412,3741,3,5,1,1
37413,3741,3,5,1,1
37414,3741,3,5,1,1
37415,3741,3,5,1,1
37421,3742,3,5,5,1
37422,3742,3,5,5,1
37423,3742,3,5,5,1
37424,3742,3,5,5,1
37425,3742,3,5,5,1
37431,3743,1,5,1,1
37432,3743,1,5,1,1
37433,3743,1,5,1,1
37434,3743,1,5,1,1
37435,3743,1,5,1,1
37441,3744,3,5,1,1
37442,3744,3,5,1,1
37443,3744,3,5,1,1
37444,3744,3,5,1,1
37445,3744,3,5,1,1
37451,3745,5,5,1,5
37452,3745,5,5,1,5
37453,3745,5,5,1,5
37454,3745,5,5,1,5
37455,3745,5,5,1,5
37461,3746,1,5,1,1
37462,3746,1,5,1,1
37463,3746,1,5,1,1
37464,3746,1,5,1,1
37465,3746,1,5,1,1
37471,3747,5,5,5,1
37472,3747,5,5,5,1
37473,3747,5,5,5,1
37474,3747,5,5,5,1
37475,3747,5,5,5,1
37481,3748,3,5,1,5
37482,3748,3,5,1,5
37483,3748,3,5,1,5
37484,3748,3,5,1,5
37485,3748,3,5,1,5
37491,3749,3,5,5,5
37492,3749,3,5,5,5
37493,3749,3,5,5,5
37494,3749,3,5,5,5
37495,3749,3,5,5,5
37501,3750,5,5,5,5
37502,3750,5,5,5,5
37503,3750,5,5,5,5
37504,3750,5,5,5,5
37505,3750,5,5,5,5
37511,3751,5,5,1,1
37512,3751,5,5,1,1
37513,3751,5,5,1,1
37514,3751,5,5,1,1
37515,3751,5,5,1,1
37521,3752,3,5,5,1
37522,3752,3,5,5,1
37523,3752,3,5,5,1
37524,3752,3,5,5,1
37525,3752,3,5,5,1
37531,3753,3,5,1,1
37532,3753,3,5,1,1
37533,3753,3,5,1,1
37534,3753,3,5,1,1
37535,3753,3,5,1,1
37541,3754,3,5,5,1
37542,3754,3,5,5,1
37543,3754,3,5,5,1
37544,3754,3,5,5,1
37545,3754,3,5,5,1
37551,3755,1,5,1,1
37552,3755,1,5,1,1
37553,3755,1,5,1,1
37554,3755,1,5,1,1
37555,3755,1,5,1,1
37561,3756,1,5,5,1
37562,3756,1,5,5,1
37563,3756,1,5,5,1
37564,3756,1,5,5,1
37565,3756,1,5,5,1
37571,3757,5,5,1,1
37572,3757,5,5,1,1
37573,3757,5,5,1,1
37574,3757,5,5,1,1
37575,3757,5,5,1,1
37581,3758,5,5,5,1
37582,3758,5,5,5,1
37583,3758,5,5,5,1
37584,3758,5,5,5,1
37585,3758,5,5,5,1
37591,3759,5,5,5,1
37592,3759,5,5,5,1
37593,3759,5,5,5,1
37594,3759,5,5,5,1
37595,3759,5,5,5,1
37601,3760,5,5,1,1
37602,3760,5,5,1,1
37603,3760,5,5,1,1
37604,3760,5,5,1,1
37605,3760,5,5,1,1
37611,3761,5,1,1,5
37612,3761,5,1,1,5
37613,3761,5,1,1,5
37614,3761,5,1,1,5
37615,3761,5,1,1,5
37621,3762,1,1,1,1
37622,3762,1,1,1,1
37623,3762,1,1,1,1
37624,3762,1,1,1,1
37625,3762,1,1,1,1
37631,3763,1,5,5,5
37632,3763,1,5,5,5
37633,3763,1,5,5,5
37634,3763,1,5,5,5
37635,3763,1,5,5,5
37641,3764,3,5,5,1
37642,3764,3,5,5,1
37643,3764,3,5,5,1
37644,3764,3,5,5,1
37645,3764,3,5,5,1
37651,3765,3,5,5,1
37652,3765,3,5,5,1
37653,3765,3,5,5,1
37654,3765,3,5,5,1
37655,3765,3,5,5,1
37661,3766,3,5,1,1
37662,3766,3,5,1,1
37663,3766,3,5,1,1
37664,3766,3,5,1,1
37665,3766,3,5,1,1
37671,3767,5,5,5,1
37672,3767,5,5,5,1
37673,3767,5,5,5,1
37674,3767,5,5,5,1
37675,3767,5,5,5,1
37681,3768,5,5,1,1
37682,3768,5,5,1,1
37683,3768,5,5,1,1
37684,3768,5,5,1,1
37685,3768,5,5,1,1
37691,3769,3,5,1,1
37692,3769,3,5,1,1
37693,3769,3,5,1,1
37694,3769,3,5,1,1
37695,3769,3,5,1,1
37701,3770,3,5,1,1
37702,3770,3,5,1,1
37703,3770,3,5,1,1
37704,3770,3,5,1,1
37705,3770,3,5,1,1
37711,3771,5,5,5,1
37712,3771,5,5,5,1
37713,3771,5,5,5,1
37714,3771,5,5,5,1
37715,3771,5,5,5,1
37721,3772,3,5,5,1
37722,3772,3,5,5,1
37723,3772,3,5,5,1
37724,3772,3,5,5,1
37725,3772,3,5,5,1
37731,3773,3,5,5,1
37732,3773,3,5,5,1
37733,3773,3,5,5,1
37734,3773,3,5,5,1
37735,3773,3,5,5,1
37741,3774,3,5,1,1
37742,3774,3,5,1,1
37743,3774,3,5,1,1
37744,3774,3,5,1,1
37745,3774,3,5,1,1
37751,3775,5,5,5,1
37752,3775,5,5,5,1
37753,3775,5,5,5,1
37754,3775,5,5,5,1
37755,3775,5,5,5,1
37761,3776,5,5,1,1
37762,3776,5,5,1,1
37763,3776,5,5,1,1
37764,3776,5,5,1,1
37765,3776,5,5,1,1
37771,3777,3,5,1,5
37772,3777,3,5,1,5
37773,3777,3,5,1,5
37774,3777,3,5,1,5
37775,3777,3,5,1,5
37781,3778,3,5,1,1
37782,3778,3,5,1,1
37783,3778,3,5,1,1
37784,3778,3,5,1,1
37785,3778,3,5,1,1
37791,3779,3,1,5,1
37792,3779,3,1,5,1
37793,3779,3,1,5,1
37794,3779,3,1,5,1
37795,3779,3,1,5,1
37801,3780,1,5,5,1
37802,3780,1,5,5,1
37803,3780,1,5,5,1
37804,3780,1,5,5,1
37805,3780,1,5,5,1
37821,3782,5,5,5,5
37822,3782,5,5,5,5
37823,3782,5,5,5,5
37824,3782,5,5,5,5
37825,3782,5,5,5,5
37831,3783,3,1,1,1
37832,3783,3,1,1,1
37833,3783,3,1,1,1
37834,3783,3,1,1,1
37835,3783,3,1,1,1
37841,3784,3,5,1,1
37842,3784,3,5,1,1
37843,3784,3,5,1,1
37844,3784,3,5,1,1
37845,3784,3,5,1,1
37851,3785,1,5,1,1
37852,3785,1,5,1,1
37853,3785,1,5,1,1
37854,3785,1,5,1,1
37855,3785,1,5,1,1
37861,3786,5,5,5,1
37862,3786,5,5,5,1
37863,3786,5,5,5,1
37864,3786,5,5,5,1
37865,3786,5,5,5,1
37871,3787,5,5,1,1
37872,3787,5,5,1,1
37873,3787,5,5,1,1
37874,3787,5,5,1,1
37875,3787,5,5,1,1
37881,3788,5,5,5,1
37882,3788,5,5,5,1
37883,3788,5,5,5,1
37884,3788,5,5,5,1
37885,3788,5,5,5,1
37891,3789,1,5,1,1
37892,3789,1,5,1,1
37893,3789,1,5,1,1
37894,3789,1,5,1,1
37895,3789,1,5,1,1
37901,3790,1,5,5,1
37902,3790,1,5,5,1
37903,3790,1,5,5,1
37904,3790,1,5,5,1
37905,3790,1,5,5,1
37911,3791,3,5,5,1
37912,3791,3,5,5,1
37913,3791,3,5,5,1
37914,3791,3,5,5,1
37915,3791,3,5,5,1
37921,3792,3,5,5,1
37922,3792,3,5,5,1
37923,3792,3,5,5,1
37924,3792,3,5,5,1
37925,3792,3,5,5,1
37931,3793,5,5,1,1
37932,3793,5,5,1,1
37933,3793,5,5,1,1
37934,3793,5,5,1,1
37935,3793,5,5,1,1
37941,3794,3,5,5,1
37942,3794,3,5,5,1
37943,3794,3,5,5,1
37944,3794,3,5,5,1
37945,3794,3,5,5,1
37951,3795,3,5,1,1
37952,3795,3,5,1,1
37953,3795,3,5,1,1
37954,3795,3,5,1,1
37955,3795,3,5,1,1
37961,3796,5,5,5,5
37962,3796,5,5,5,5
37963,3796,5,5,5,5
37964,3796,5,5,5,5
37965,3796,5,5,5,5
37971,3797,1,5,1,1
37972,3797,1,5,1,1
37973,3797,1,5,1,1
37974,3797,1,5,1,1
37975,3797,1,5,1,1
37981,3798,3,5,5,1
37982,3798,3,5,5,1
37983,3798,3,5,5,1
37984,3798,3,5,5,1
37985,3798,3,5,5,1
37991,3799,3,5,1,5
37992,3799,3,5,1,5
37993,3799,3,5,1,5
37994,3799,3,5,1,5
37995,3799,3,5,1,5
38001,3800,3,5,5,1
38002,3800,3,5,5,1
38003,3800,3,5,5,1
38004,3800,3,5,5,1
38005,3800,3,5,5,1
38011,3801,1,5,5,1
38012,3801,1,5,5,1
38013,3801,1,5,5,1
38014,3801,1,5,5,1
38015,3801,1,5,5,1
38021,3802,3,1,1,1
38022,3802,3,1,1,1
38023,3802,3,1,1,1
38024,3802,3,1,1,1
38025,3802,3,1,1,1
38031,3803,3,5,5,1
38032,3803,3,5,5,1
38033,3803,3,5,5,1
38034,3803,3,5,5,1
38035,3803,3,5,5,1
38041,3804,5,5,5,5
38042,3804,5,5,5,5
38043,3804,5,5,5,5
38044,3804,5,5,5,5
38045,3804,5,5,5,5
38051,3805,1,5,1,1
38052,3805,1,5,1,1
38053,3805,1,5,1,1
38054,3805,1,5,1,1
38055,3805,1,5,1,1
38061,3806,5,5,1,1
38062,3806,5,5,1,1
38063,3806,5,5,1,1
38064,3806,5,5,1,1
38065,3806,5,5,1,1
38071,3807,3,5,5,1
38072,3807,3,5,5,1
38073,3807,3,5,5,1
38074,3807,3,5,5,1
38075,3807,3,5,5,1
38081,3808,3,5,1,1
38082,3808,3,5,1,1
38083,3808,3,5,1,1
38084,3808,3,5,1,1
38085,3808,3,5,1,1
38091,3809,1,5,5,1
38092,3809,1,5,5,1
38093,3809,1,5,5,1
38094,3809,1,5,5,1
38095,3809,1,5,5,1
38101,3810,3,1,1,1
38102,3810,3,1,1,1
38103,3810,3,1,1,1
38104,3810,3,1,1,1
38105,3810,3,1,1,1
38111,3811,3,5,5,1
38112,3811,3,5,5,1
38113,3811,3,5,5,1
38114,3811,3,5,5,1
38115,3811,3,5,5,1
38121,3812,3,1,1,5
38122,3812,3,1,1,5
38123,3812,3,1,1,5
38124,3812,3,1,1,5
38125,3812,3,1,1,5
38131,3813,3,5,5,5
38132,3813,3,5,5,5
38133,3813,3,5,5,5
38134,3813,3,5,5,5
38135,3813,3,5,5,5
38141,3814,5,5,1,1
38142,3814,5,5,1,1
38143,3814,5,5,1,1
38144,3814,5,5,1,1
38145,3814,5,5,1,1
38151,3815,1,5,1,5
38152,3815,1,5,1,5
38153,3815,1,5,1,5
38154,3815,1,5,1,5
38155,3815,1,5,1,5
38161,3816,3,5,5,1
38162,3816,3,5,5,1
38163,3816,3,5,5,1
38164,3816,3,5,5,1
38165,3816,3,5,5,1
38171,3817,5,5,1,1
38172,3817,5,5,1,1
38173,3817,5,5,1,1
38174,3817,5,5,1,1
38175,3817,5,5,1,1
38181,3818,3,5,5,1
38182,3818,3,5,5,1
38183,3818,3,5,5,1
38184,3818,3,5,5,1
38185,3818,3,5,5,1
38191,3819,3,5,1,1
38192,3819,3,5,1,1
38193,3819,3,5,1,1
38194,3819,3,5,1,1
38195,3819,3,5,1,1
38201,3820,5,5,5,5
38202,3820,5,5,5,5
38203,3820,5,5,5,5
38204,3820,5,5,5,5
38205,3820,5,5,5,5
38211,3821,1,5,1,1
38212,3821,1,5,1,1
38213,3821,1,5,1,1
38214,3821,1,5,1,1
38215,3821,1,5,1,1
38221,3822,3,1,5,1
38222,3822,3,1,5,1
38223,3822,3,1,5,1
38224,3822,3,1,5,1
38225,3822,3,1,5,1
38231,3823,1,5,5,1
38232,3823,1,5,5,1
38233,3823,1,5,5,1
38234,3823,1,5,5,1
38235,3823,1,5,5,1
38241,3824,3,5,5,1
38242,3824,3,5,5,1
38243,3824,3,5,5,1
38244,3824,3,5,5,1
38245,3824,3,5,5,1
38251,3825,3,5,5,1
38252,3825,3,5,5,1
38253,3825,3,5,5,1
38254,3825,3,5,5,1
38255,3825,3,5,5,1
38261,3826,3,5,5,1
38262,3826,3,5,5,1
38263,3826,3,5,5,1
38264,3826,3,5,5,1
38265,3826,3,5,5,1
38271,3827,5,5,5,1
38272,3827,5,5,5,1
38273,3827,5,5,5,1
38274,3827,5,5,5,1
38275,3827,5,5,5,1
38281,3828,5,5,5,5
38282,3828,5,5,5,5
38283,3828,5,5,5,5
38284,3828,5,5,5,5
38285,3828,5,5,5,5
38291,3829,5,5,5,5
38292,3829,5,5,5,5
38293,3829,5,5,5,5
38294,3829,5,5,5,5
38295,3829,5,5,5,5
38301,3830,3,5,5,1
38302,3830,3,5,5,1
38303,3830,3,5,5,1
38304,3830,3,5,5,1
38305,3830,3,5,5,1
38311,3831,5,5,1,5
38312,3831,5,5,1,5
38313,3831,5,5,1,5
38314,3831,5,5,1,5
38315,3831,5,5,1,5
38321,3832,1,5,5,1
38322,3832,1,5,5,1
38323,3832,1,5,5,1
38324,3832,1,5,5,1
38325,3832,1,5,5,1
38331,3833,3,5,5,1
38332,3833,3,5,5,1
38333,3833,3,5,5,1
38334,3833,3,5,5,1
38335,3833,3,5,5,1
38341,3834,5,5,5,5
38342,3834,5,5,5,5
38343,3834,5,5,5,5
38344,3834,5,5,5,5
38345,3834,5,5,5,5
38351,3835,3,5,1,1
38352,3835,3,5,1,1
38353,3835,3,5,1,1
38354,3835,3,5,1,1
38355,3835,3,5,1,1
38361,3836,5,5,1,5
38362,3836,5,5,1,5
38363,3836,5,5,1,5
38364,3836,5,5,1,5
38365,3836,5,5,1,5
38371,3837,3,5,1,1
38372,3837,3,5,1,1
38373,3837,3,5,1,1
38374,3837,3,5,1,1
38375,3837,3,5,1,1
38381,3838,3,5,5,5
38382,3838,3,5,5,5
38383,3838,3,5,5,5
38384,3838,3,5,5,5
38385,3838,3,5,5,5
38391,3839,3,5,5,5
38392,3839,3,5,5,5
38393,3839,3,5,5,5
38394,3839,3,5,5,5
38395,3839,3,5,5,5
38401,3840,3,5,5,1
38402,3840,3,5,5,1
38403,3840,3,5,5,1
38404,3840,3,5,5,1
38405,3840,3,5,5,1
38411,3841,3,5,1,1
38412,3841,3,5,1,1
38413,3841,3,5,1,1
38414,3841,3,5,1,1
38415,3841,3,5,1,1
38421,3842,5,5,5,5
38422,3842,5,5,5,5
38423,3842,5,5,5,5
38424,3842,5,5,5,5
38425,3842,5,5,5,5
38431,3843,3,5,1,1
38432,3843,3,5,1,1
38433,3843,3,5,1,1
38434,3843,3,5,1,1
38435,3843,3,5,1,1
38441,3844,3,5,1,1
38442,3844,3,5,1,1
38443,3844,3,5,1,1
38444,3844,3,5,1,1
38445,3844,3,5,1,1
38451,3845,3,1,5,1
38452,3845,3,1,5,1
38453,3845,3,1,5,1
38454,3845,3,1,5,1
38455,3845,3,1,5,1
38461,3846,3,5,1,5
38462,3846,3,5,1,5
38463,3846,3,5,1,5
38464,3846,3,5,1,5
38465,3846,3,5,1,5
38471,3847,5,5,1,1
38472,3847,5,5,1,1
38473,3847,5,5,1,1
38474,3847,5,5,1,1
38475,3847,5,5,1,1
38481,3848,3,5,5,1
38482,3848,3,5,5,1
38483,3848,3,5,5,1
38484,3848,3,5,5,1
38485,3848,3,5,5,1
38491,3849,5,5,1,5
38492,3849,5,5,1,5
38493,3849,5,5,1,5
38494,3849,5,5,1,5
38495,3849,5,5,1,5
38501,3850,3,1,1,1
38502,3850,3,1,1,1
38503,3850,3,1,1,1
38504,3850,3,1,1,1
38505,3850,3,1,1,1
38511,3851,1,5,1,1
38512,3851,1,5,1,1
38513,3851,1,5,1,1
38514,3851,1,5,1,1
38515,3851,1,5,1,1
38521,3852,5,5,5,1
38522,3852,5,5,5,1
38523,3852,5,5,5,1
38524,3852,5,5,5,1
38525,3852,5,5,5,1
38531,3853,3,5,1,1
38532,3853,3,5,1,1
38533,3853,3,5,1,1
38534,3853,3,5,1,1
38535,3853,3,5,1,1
38541,3854,3,5,1,1
38542,3854,3,5,1,1
38543,3854,3,5,1,1
38544,3854,3,5,1,1
38545,3854,3,5,1,1
38551,3855,5,5,1,5
38552,3855,5,5,1,5
38553,3855,5,5,1,5
38554,3855,5,5,1,5
38555,3855,5,5,1,5
38561,3856,3,1,1,1
38562,3856,3,1,1,1
38563,3856,3,1,1,1
38564,3856,3,1,1,1
38565,3856,3,1,1,1
38571,3857,3,5,1,1
38572,3857,3,5,1,1
38573,3857,3,5,1,1
38574,3857,3,5,1,1
38575,3857,3,5,1,1
38581,3858,3,5,1,1
38582,3858,3,5,1,1
38583,3858,3,5,1,1
38584,3858,3,5,1,1
38585,3858,3,5,1,1
38591,3859,3,5,5,1
38592,3859,3,5,5,1
38593,3859,3,5,5,1
38594,3859,3,5,5,1
38595,3859,3,5,5,1
38601,3860,1,5,5,5
38602,3860,1,5,5,5
38603,3860,1,5,5,5
38604,3860,1,5,5,5
38605,3860,1,5,5,5
38611,3861,3,5,5,1
38612,3861,3,5,5,1
38613,3861,3,5,5,1
38614,3861,3,5,5,1
38615,3861,3,5,5,1
38621,3862,5,5,5,5
38622,3862,5,5,5,5
38623,3862,5,5,5,5
38624,3862,5,5,5,5
38625,3862,5,5,5,5
38631,3863,5,5,1,1
38632,3863,5,5,1,1
38633,3863,5,5,1,1
38634,3863,5,5,1,1
38635,3863,5,5,1,1
38641,3864,3,1,5,1
38642,3864,3,1,5,1
38643,3864,3,1,5,1
38644,3864,3,1,5,1
38645,3864,3,1,5,1
38651,3865,5,1,1,1
38652,3865,5,1,1,1
38653,3865,5,1,1,1
38654,3865,5,1,1,1
38655,3865,5,1,1,1
38661,3866,1,5,5,1
38662,3866,1,5,5,1
38663,3866,1,5,5,1
